,session_no,Member_name,Days_attended,question_count
5777,224,ahmed patel,  19,
5778,224,p.j. kurien,  22,17.0
5779,224,oscar fernandes, 17,
5780,224,m.s. gill,  24,
5781,224,t. subbarami reddy,  16,42.0
5782,224,mani shankar aiyar,19,
5783,224,jayanthi natarajan,  M,
5784,224,nandi yellaiah,  21,29.0
5785,224,bhubaneswar kalita,  21,5.0
5786,224,mabel rebello, 24,25.0
5787,224,mukut mithi,  22,
5788,224,satish sharma,  24,
5789,224,satyavrat chaturvedi,  23,33.0
5790,224,e.m. sudarsana natchiappan,  24,14.0
5791,224,shantaram naik, 24,31.0
5792,224,vijay jawaharlal darda,  14,40.0
5793,224,rama chandra khuntia,  19,44.0
5794,224,raashid alvi,  24,
5795,224,v. hanumantha rao,  14,6.0
5796,224,dasari narayana rao,  7,
5797,224,mohammad shafi,  24,
5798,224,g. sanjeeva reddy,  20,
5799,224,b. s. gnanadesikan,  9,
5800,224,ram prakash,  18,10.0
5801,224,k. keshava rao,  21,
5802,224,bhalchandra mungekar,19,
5803,224,husain dalwai,  22,26.0
5804,224,abhishek manu singhvi,  16,
5805,224,jesudasu seelam,  21,22.0
5806,224,p. bhattacharya,  20,5.0
5807,224,t. ratna bai,  24,44.0
5808,224,vijaylaxmi sadho,  24,
5809,224,anil h. lad, 13,
5810,224,ishwar singh,  21,21.0
5811,224,mohd. ali khan,  24,55.0
5812,224,dhiraj prasad sahu, 19,29.0
5813,224,avinash pande,  16,15.0
5814,224,ashk ali tak,  20,21.0
5815,224,k.v.p. ramachandra rao,  22,45.0
5816,224,biswajit daimary,  17,3.0
5817,224,srinjoy bose,  9,
5818,224,n. janardhana reddy,  14,
5819,224,motilal vora, 24,28.0
5820,224,tariq anwar,  23,39.0
5821,224,mukul roy,  M,
5822,224,prem chand gupta,  23,
5823,224,d. raja,  23,35.0
5824,224,mohan singh,  22,26.0
5825,224,moinul hassan,  21,39.0
5826,224,jabir husain,  24,
5827,224,kanimozhi,  6,
5828,224,d. bandyopadhyay,  24,9.0
5829,224,shyamal chakraborty,  19,20.0
5830,224,mahendra prasad,  13,
5831,224,rajniti prasad,  16,10.0
5832,224,ram vilas paswan,  19,20.0
5833,224,yogendra p. trivedi,  11,11.0
5834,224,k.p. ramalingam,  19,24.0
5835,224,mangala kisan,  24,21.0
5836,224,tarini kanta roy,  13,7.0
5837,224,sukhendu sekhar ray,  16,
5838,224,h.k. dua,24,2.0
5839,224,shobhana bhartia,23,40.0
5840,224,shyam benegal,24,
5841,224,ashok s. ganguly,19,
5842,224,javed akhtar,18,
5843,224,m.s. swaminathan,14,
5844,224,() kapila vatsyayan,23,
5845,224,vijay mallya, 14,5.0
5846,224,ram kripal yadav,  13,43.0
5847,224,janardhan waghmare,  18,44.0
5848,224,vasanthi stanley,  22,21.0
5849,224,t.m. selvaganapathi,  23,48.0
5850,224,b. jayashree,17,
5851,224,derek o' brien,  19,
5852,224,veer pal singh yadav,  23,
5853,224,khekiho zhimomi,  3,7.0
5854,224,renubala pradhan,  15,7.0
5855,224,o.t. lepcha,  21,8.0
5856,224,thomas sangma, 23,7.0
5857,224,ishwarlal shankarlal jain,  19,42.0
5858,224,ranjitsinh vijaysinh mohite-patil,  22,
5859,224,s. thangavelu,  21,30.0
5860,224,a.a. jinnah,  24,3.0
5861,224,g. n. ratanpuri,  23,18.0
5862,224,kanwar deep singh,  21,1.0
5863,224,mohammed adeeb,  24,39.0
5864,224,mahmood a. madani,  10,
5865,224,r.c. singh,  24,37.0
5866,224,sitaram yechury,  20,
5867,224,pyarimohan mohapatra,  15,4.0
5868,224,shivanand tiwari,  21,34.0
5869,224,satish chandra misra,  22,
5870,224,prasanta chatterjee,  14,
5871,224,ram gopal yadav,  18,
5872,224,n. k. singh,  24,
5873,224,brajesh pathak,  24,
5874,224,v. maitreyan,  23,1.0
5875,224,tapan kumar sen,  22,6.0
5876,224,kishore kumar mohanty,  22,9.0
5877,224,ali anwar ansari,  19,1.0
5878,224,akhilesh das gupta,  20,
5879,224,rajaram,  23,
5880,224,veer singh,  21,
5881,224,t.k. rangarajan,  24,27.0
5882,224,p. rajeeve,  18,35.0
5883,224,mahendra mohan,  15,34.0
5884,224,s.p.singh baghel,  24,
5885,224,naresh agrawal,  18,16.0
5886,224,m.v. mysura reddy,  24,
5887,224,sanjay raut,  21,42.0
5888,224,barun mukherji,  23,
5889,224,syed azeez pasha,  22,46.0
5890,224,k.n. balagopal,  20,46.0
5891,224,rasheed masood,  10,41.0
5892,224,nandamuri harikrishna,  10,
5893,224,jai prakash,  20,28.0
5894,224,ganga charan,  24,15.0
5895,224,brijlal khabri,  15,
5896,224,saman pathak,  18,5.0
5897,224,k.e. ismail,  8,8.0
5898,224,parimal nathwani,  13,40.0
5899,224,rajeev chandrasekhar, 15,40.0
5900,224,munquad ali,  11,
5901,224,jugul kishore,  8,
5902,224,avtar singh karimpuri,  8,10.0
5903,224,ambeth rajan,  24,40.0
5904,224,ahmad saeed malihabadi,  24,
5905,224,sabir ali,  7,
5906,224,sabir ali,  7,
5907,224,jharna das baidya,  21,2.0
5908,224,t.n. seema,  19,32.0
5909,224,m.p. achuthan,  18,19.0
5910,224,salim ansari,  24,
5911,224,pramod kureel,  24,4.0
5912,224,rajpal singh saini,  24,
5913,224,narendra kumar kashyap,  9,9.0
5914,224,manohar joshi,  15,15.0
5915,224,m. venkaiah naidu,  20,
5916,224,shanta kumar,  22,5.0
5917,224,s.s. ahluwalia, 24,10.0
5918,224,m. rama jois, 23,2.0
5919,224,ram jethmalani,  11,31.0
5920,224,vikram verma,  24,
5921,224,c.p. thakur,  23,
5922,224,balavant alias bal apte,  22,32.0
5923,224,ravi shankar prasad,  22,37.0
5924,224,paul manoj pandian,  3,
5925,224,mukhtar abbas naqvi, 21,
5926,224,balbir punj,  21,
5927,224,vinay katiyar,  17,
5928,224,kalraj mishra,  18,25.0
5929,224,birendra prasad baishya,  22,24.0
5930,224,sardar sukhdev singh dhindsa,  12,38.0
5931,224,n. balaganga,  24,40.0
5932,224,nand kumar sai, 18,43.0
5933,224,anusuiya uikey,  24,32.0
5934,224,parshottam rupala,  15,32.0
5935,224,prabhat jha,  11,42.0
5936,224,rajkumar dhoot,  12,44.0
5937,224,sardar balwinder singh bhunder,  9,35.0
5938,224,upendra kushwaha,  13,2.0
5939,224,shivpratap singh, 3,
5940,224,v.p. singh badnore,  23,7.0
5941,224,raghunandan sharma,  16,18.0
5942,224,kusum rai,  12,38.0
5943,224,rudra narayan pany,  21,37.0
5944,224,kumar deepak das,  24,18.0
5945,224,anil kumar sahani,  21,41.0
5946,224,a. elavarasan,  19,50.0
5947,224,bharatkumar raut,  20,14.0
5948,224,naresh gujral,  23,14.0
5949,224,lalhming liana,  23,
5950,224,hema malini, 11,27.0
5951,224,piyush goyal,  12,41.0
5952,224,anil madhav dave,  16,33.0
5953,224,kaptan singh solanki,  24,27.0
5954,224,shashi bhusan behera,  18,
5955,224,baishnab parida,  23,42.0
5956,224,ranbir singh parjapati,  15,
5957,224,y. s. chowdary,  22,32.0
5958,224,gundu sudharani,  18,42.0
5959,224,a. w. rabi bernard,  23,7.0
5960,224,ram chandra prasad singh,  14,33.0
5961,224,meghraj jain,  22,10.0
5962,224,dilipbhai pandya,  23,38.0
5963,224,bimla kashyap sood,  19,8.0
5964,224,arun jaitley,  LOP,
5965,224,k. rahman khan, HDC,
5966,224,maya singh,  24,37.0
5967,224,bhagat singh koshyari, 18,30.0
5968,224,rajiv pratap rudy,  21,16.0
5969,224,ramdas agarwal,  18,18.0
5970,224,chandan mitra,  21,4.0
5971,224,vijaykumar rupani,  18,
5972,224,prakash javadekar,  21,46.0
5973,224,om prakash mathur,  17,9.0
5974,224,avinash rai khanna,  23,31.0
5975,224,k.b. shanappa, 20,
5976,224,shreegopal vyas, 24,44.0
5977,224,aayanur manjunatha, 20,
5978,224,tarun vijay, 23,25.0
5979,224,kanjibhai patel,  21,19.0
5980,224,narayan singh kesari,  24,
5981,224,smriti zubin irani,  23,31.0
5982,224,gyan prakash pilania,  24,40.0
5983,224,jai prakash narayan singh, 21,15.0
5984,224,natuji halaji thakor,  21,19.0
5985,224,bharatsinh prabhatsinh parmar,  20,33.0
5986,224,,,
5987,229,b.k. hariprasad, 9,
5988,229,manmohan singh,  PM,
5989,229,ambika soni,  21,13.0
5990,229,rajeev shukla,  M,
5991,229,anand sharma,  M,
5992,229,murli deora,  17,
5993,229,saif-ud-din soz,  18,6.0
5994,229,mohsina kidwai, 21,
5995,229,rishang keishing,  20,
5996,229,k. chiranjeevi,  M,
5997,229,janardan dwivedi,  20,
5998,229,praveen rashtrapal,  18,
5999,229,chaudhary birender singh,  18,
6000,229,narendra budania,  21,
6001,229,prabha thakur,  20,25.0
6002,229,alka balram kshatriya,  20,6.0
6003,229,parvez hashmi,  21,23.0
6004,229,ashk ali tak,  20,27.0
6005,229,shadi lal batra,  20,25.0
6006,229,rajani ashokrao patil,  21,
6007,229,rajani ashokrao patil,  21,
6008,229,palvai govardhan reddy,  21,36.0
6009,229,p. kannan, 18,
6010,229,naznin faruque,  8,6.0
6011,229,a.k. antony,  M,
6012,229,k. rahman khan, M,
6013,229,ghulam nabi azad,  M,
6014,229,karan singh,  21,
6015,229,s.m. krishna, 2,
6016,229,vayalar ravi,  M,
6017,229,jairam ramesh, M,
6018,229,g.k. vasan,  M,
6019,229,ahmed patel,  20,
6020,229,ashwani kumar,  20,
6021,229,oscar fernandes, M,
6022,229,m.s. gill,  21,
6023,229,t. subbarami reddy,  17,38.0
6024,229,mani shankar aiyar,17,4.0
6025,229,jayanthi natarajan,  M,
6026,229,satyavrat chaturvedi,  20,
6027,229,bhubaneswar kalita,  19,7.0
6028,229,nandi yellaiah,  17,7.0
6029,229,mukut mithi,  21,
6030,229,satish sharma,  20,
6031,229,rasheed masood,  16,28.0
6032,229,renuka chowdhury,  20,2.0
6033,229,e.m. sudarsana natchiappan,  M,
6034,229,shantaram naik, 21,27.0
6035,229,vijay jawaharlal darda,  14,18.0
6036,229,rama chandra khuntia,  19,35.0
6037,229,ram prakash,  21,7.0
6038,229,v. hanumantha rao,  16,1.0
6039,229,jesudasu seelam,  M,
6040,229,mohammad shafi,  20,
6041,229,vijaylaxmi sadho,  21,16.0
6042,229,ishwar singh,  20,30.0
6043,229,mohd. ali khan,  20,30.0
6044,229,bhalchandra mungekar,21,13.0
6045,229,husain dalwai,  21,27.0
6046,229,abhishek manu singhvi,  12,
6047,229,k.v.p. ramachandra rao,  8,6.0
6048,229,dhiraj prasad sahu, 18,25.0
6049,229,p. bhattacharya,  19,10.0
6050,229,t. ratna bai,  21,29.0
6051,229,wansuk syiem, 21,20.0
6052,229,santiuse kujur,  21,4.0
6053,229,ananda bhaskar rapolu,  21,
6054,229,mahendra singh mahra, 20,16.0
6055,229,pankaj bora,  21,31.0
6056,229,avinash pande,  18,4.0
6057,229,pradeep kumar balmuchu, 20,32.0
6058,229,sanjiv kumar, 21,
6059,229,sanjiv kumar, 21,
6060,229,biswajit daimary,  19,4.0
6061,229,joy abraham,  15,2.0
6062,229,motilal vora, 21,25.0
6063,229,mukul roy,  8,
6064,229,v. maitreyan,  21,16.0
6065,229,tariq anwar,  M,
6066,229,sukhendu sekhar ray,  21,
6067,229,d. raja,  21,13.0
6068,229,devender goud t.,  13,29.0
6069,229,kanimozhi,  18,15.0
6070,229,yogendra p. trivedi,  11,19.0
6071,229,derek o' brien,  20,
6072,229,k.p. ramalingam,  20,32.0
6073,229,prem chand gupta,  21,
6074,229,shyamal chakraborty,  19,9.0
6075,229,mahendra prasad,  20,1.0
6076,229,ram vilas paswan,  13,17.0
6077,229,kiranmay nanda,  16,8.0
6078,229,c.m. ramesh,  21,30.0
6079,229,d.p. tripathi,  21,23.0
6080,229,k.c. tyagi,  20,32.0
6081,229,tarini kanta roy,  10,
6082,229,kanwar deep singh,  21,24.0
6083,229,h.k. dua,21,2.0
6084,229,anu aga,12,
6085,229,rekha,1,
6086,229,ashok s. ganguly,8,
6087,229,javed akhtar,9,
6088,229,sachin ramesh tendulkar,1,
6089,229,vijay mallya, 3,15.0
6090,229,ram kripal yadav,  20,21.0
6091,229,janardhan waghmare,  21,28.0
6092,229,vasanthi stanley,  20,16.0
6093,229,t.m. selvaganapathi,  11,22.0
6094,229,b. jayashree,3,1.0
6095,229,k. parasaran,19,
6096,229,mrinal miri,20,1.0
6097,229,d. bandyopadhyay,  21,4.0
6098,229,srinjoy bose,  11,
6099,229,khekiho zhimomi,  14,4.0
6100,229,vandana chavan,  16,
6101,229,ishwarlal shankarlal jain,  17,29.0
6102,229,y. s. chowdary,  21,20.0
6103,229,hishey lachungpa,  15,6.0
6104,229,s. thangavelu,  18,34.0
6105,229,a.a. jinnah,  20,28.0
6106,229,g. n. ratanpuri,  20,4.0
6107,229,mohammed adeeb,  21,14.0
6108,229,md. nadimul haque,  15,
6109,229,vivek gupta,  20,14.0
6110,229,kunal kumar ghosh,  21,
6111,229,sitaram yechury,  19,
6112,229,mohan singh,  13,
6113,229,shivanand tiwari,  19,2.0
6114,229,km. mayawati,  21,
6115,229,prasanta chatterjee,  21,7.0
6116,229,ram gopal yadav,  20,
6117,229,shashi bhusan behera,  19,4.0
6118,229,satish chandra misra,  20,
6119,229,n. k. singh,  17,
6120,229,tapan kumar sen,  13,7.0
6121,229,naresh agrawal,  21,22.0
6122,229,ali anwar ansari,  19,4.0
6123,229,akhilesh das gupta,  14,
6124,229,veer singh,  21,
6125,229,brajesh pathak,  19,
6126,229,t.k. rangarajan,  18,7.0
6127,229,p. rajeeve,  19,22.0
6128,229,jaya bachchan,  15,22.0
6129,229,mangala kisan,  14,
6130,229,munquad ali,  19,
6131,229,rajaram,  21,
6132,229,sanjay raut,  17,29.0
6133,229,barun mukherji,  15,
6134,229,bashistha narain singh,  20,1.0
6135,229,k.n. balagopal,  21,30.0
6136,229,jharna das baidya,  21,15.0
6137,229,renubala pradhan,  12,10.0
6138,229,rajeev chandrasekhar, 3,13.0
6139,229,s.p.singh baghel,  21,
6140,229,brijlal khabri,  21,9.0
6141,229,pyarimohan mohapatra,  13,5.0
6142,229,darshan singh yadav,  21,
6143,229,ram chandra prasad singh,  13,
6144,229,parimal nathwani,  2,29.0
6145,229,amar singh,  16,
6146,229,ram jethmalani,  16,22.0
6147,229,ram jethmalani,  16,22.0
6148,229,nandamuri harikrishna,  5,
6149,229,jugul kishore,  19,9.0
6150,229,avtar singh karimpuri,  20,9.0
6151,229,ambeth rajan,  21,29.0
6152,229,ahmad saeed malihabadi,  21,
6153,229,sabir ali,  18,17.0
6154,229,c.p. narayanan,  21,17.0
6155,229,t.n. seema,  13,32.0
6156,229,m.p. achuthan,  18,23.0
6157,229,alok tiwari,  21,24.0
6158,229,arvind kumar singh,  21,18.0
6159,229,chaudhary munvvar saleem,  20,2.0
6160,229,salim ansari,  21,15.0
6161,229,rajpal singh saini,  21,
6162,229,narendra kumar kashyap,  20,19.0
6163,229,najma a. heptulla,  21,16.0
6164,229,m. venkaiah naidu,  20,
6165,229,shanta kumar,  20,1.0
6166,229,ravi shankar prasad,  16,26.0
6167,229,m. rama jois, 17,
6168,229,thaawarchand gehlot,  20,
6169,229,c.p. thakur,  21,
6170,229,vinay katiyar,  21,
6171,229,mukhtar abbas naqvi, 18,
6172,229,paul manoj pandian,  3,
6173,229,dharmendra pradhan,  20,
6174,229,balbir punj,  18,
6175,229,v.p. singh badnore,  19,6.0
6176,229,jagat prakash nadda,  14,12.0
6177,229,birendra prasad baishya,  18,16.0
6178,229,sardar sukhdev singh dhindsa,  13,23.0
6179,229,n. balaganga,  15,25.0
6180,229,avinash rai khanna,  20,27.0
6181,229,kaptan singh solanki,  19,14.0
6182,229,parshottam rupala,  21,21.0
6183,229,prabhat jha,  3,23.0
6184,229,rajkumar dhoot,  15,31.0
6185,229,sardar balwinder singh bhunder,  16,19.0
6186,229,naresh gujral,  21,9.0
6187,229,shivpratap singh, 7,
6188,229,piyush goyal,  21,21.0
6189,229,raghunandan sharma,  15,13.0
6190,229,kusum rai,  18,23.0
6191,229,anil madhav dave,  6,3.0
6192,229,baishnab parida,  19,22.0
6193,229,anil kumar sahani,  18,8.0
6194,229,t. rathinavel,  20,
6195,229,a. w. rabi bernard,  11,10.0
6196,229,bharatkumar raut,  19,9.0
6197,229,lalhming liana,  8,
6198,229,rangasayee ramakrishna, 21,5.0
6199,229,dilipbhai pandya,  20,16.0
6200,229,bhushan lal jangde, 19,7.0
6201,229,bimla kashyap sood,  13,4.0
6202,229,a.v. swamy,  21,9.0
6203,229,dilip kumar tirkey,  6,
6204,229,rabinarayan mohapatra,  20,
6205,229,gundu sudharani,  16,21.0
6206,229,r. lakshmanan,  18,
6207,229,k. r. arjunan,  20,
6208,229,ranbir singh parjapati,  17,
6209,229,anil desai,  20,12.0
6210,229,ajay sancheti,  19,14.0
6211,229,arun jaitley,  LOP,
6212,229,p.j. kurien,  HDC,
6213,229,maya singh,  20,24.0
6214,229,bhagat singh koshyari, 20,24.0
6215,229,rajiv pratap rudy,  21,16.0
6216,229,faggan singh kulaste,  15,15.0
6217,229,chandan mitra,  19,32.0
6218,229,nand kumar sai, 10,32.0
6219,229,prakash javadekar,  21,25.0
6220,229,om prakash mathur,  21,17.0
6221,229,smriti zubin irani,  17,30.0
6222,229,natuji halaji thakor,  19,23.0
6223,229,bharatsinh prabhatsinh parmar,  19,7.0
6224,229,aayanur manjunatha, 18,34.0
6225,229,tarun vijay, 20,12.0
6226,229,jai prakash narayan singh, 19,12.0
6227,229,basawaraj patil, 21,6.0
6228,229,bhupender yadav,  13,
6229,229,gyan prakash pilania,  21,27.0
6230,229,shankarbhai n. vegad,  16,
6231,229,mansukh mandaviya,  20,
6232,229,,,
6233,225Part2,k. rahman khan, 20,
6234,225Part2,renuka chowdhury,  20,
6235,225Part2,rasheed masood,  21,
6236,225Part2,ananda bhaskar rapolu,  17,
6237,225Part2,k. chiranjeevi,  15,
6238,225Part2,palvai govardhan reddy,  18,12.0
6239,225Part2,mahendra singh mahra, 19,
6240,225Part2,pradeep kumar balmuchu, 12,
6241,225Part2,manmohan singh,  PM,
6242,225Part2,ambika soni,  M,
6243,225Part2,rajeev shukla,  M,
6244,225Part2,anand sharma,  M,
6245,225Part2,murli deora,  15,
6246,225Part2,saif-ud-din soz,  20,11.0
6247,225Part2,mohsina kidwai, 13,30.0
6248,225Part2,rishang keishing,  20,
6249,225Part2,ashwani kumar,  M,
6250,225Part2,janardan dwivedi,  21,
6251,225Part2,chaudhary birender singh,  21,2.0
6252,225Part2,narendra budania,  21,
6253,225Part2,prabha thakur,  13,34.0
6254,225Part2,alka balram kshatriya,  21,
6255,225Part2,praveen rashtrapal,  13,5.0
6256,225Part2,parvez hashmi,  20,2.0
6257,225Part2,shadi lal batra,  20,4.0
6258,225Part2,p. kannan, 9,
6259,225Part2,naznin faruque,  21,43.0
6260,225Part2,a.k. antony,  M,
6261,225Part2,s.m. krishna, M,
6262,225Part2,ghulam nabi azad,  M,
6263,225Part2,karan singh,  21,
6264,225Part2,vayalar ravi,  M,
6265,225Part2,jairam ramesh, M,
6266,225Part2,g.k. vasan,  M,
6267,225Part2,ahmed patel,  18,
6268,225Part2,p.j. kurien,  21,11.0
6269,225Part2,oscar fernandes, 16,
6270,225Part2,m.s. gill,  21,
6271,225Part2,t. subbarami reddy,  1,51.0
6272,225Part2,mani shankar aiyar,16,18.0
6273,225Part2,jayanthi natarajan,  M,
6274,225Part2,nandi yellaiah,  18,17.0
6275,225Part2,bhubaneswar kalita,  17,
6276,225Part2,mukut mithi,  18,
6277,225Part2,satish sharma,  19,
6278,225Part2,satyavrat chaturvedi,  21,
6279,225Part2,e.m. sudarsana natchiappan,  21,2.0
6280,225Part2,shantaram naik, 21,7.0
6281,225Part2,vijay jawaharlal darda,  13,45.0
6282,225Part2,rama chandra khuntia,  19,56.0
6283,225Part2,v. hanumantha rao,  12,5.0
6284,225Part2,mohammad shafi,  19,
6285,225Part2,b. s. gnanadesikan,  10,
6286,225Part2,ram prakash,  21,13.0
6287,225Part2,bhalchandra mungekar,20,24.0
6288,225Part2,husain dalwai,  19,43.0
6289,225Part2,abhishek manu singhvi,  6,
6290,225Part2,jesudasu seelam,  17,23.0
6291,225Part2,dhiraj prasad sahu, 16,14.0
6292,225Part2,p. bhattacharya,  16,26.0
6293,225Part2,t. ratna bai,  21,55.0
6294,225Part2,vijaylaxmi sadho,  18,
6295,225Part2,anil h. lad, 16,
6296,225Part2,ishwar singh,  21,16.0
6297,225Part2,mohd. ali khan,  21,50.0
6298,225Part2,pankaj bora,  21,34.0
6299,225Part2,avinash pande,  17,25.0
6300,225Part2,ashk ali tak,  21,33.0
6301,225Part2,k.v.p. ramachandra rao,  19,29.0
6302,225Part2,biswajit daimary,  14,
6303,225Part2,n. janardhana reddy,  7,
6304,225Part2,motilal vora, 20,47.0
6305,225Part2,mukul roy,  M,
6306,225Part2,tariq anwar,  20,33.0
6307,225Part2,sukhendu sekhar ray,  16,
6308,225Part2,d. raja,  20,35.0
6309,225Part2,devender goud t.,  18,
6310,225Part2,prasanta chatterjee,  20,18.0
6311,225Part2,yogendra p. trivedi,  16,32.0
6312,225Part2,d. bandyopadhyay,  21,12.0
6313,225Part2,kanimozhi,  13,25.0
6314,225Part2,prem chand gupta,  21,
6315,225Part2,shyamal chakraborty,  16,1.0
6316,225Part2,mahendra prasad,  18,
6317,225Part2,ram vilas paswan,  20,9.0
6318,225Part2,kiranmay nanda,  18,
6319,225Part2,d.p. tripathi,  21,
6320,225Part2,k.p. ramalingam,  15,40.0
6321,225Part2,tarini kanta roy,  16,7.0
6322,225Part2,kanwar deep singh,  20,28.0
6323,225Part2,h.k. dua,21,1.0
6324,225Part2,anu aga,8,
6325,225Part2,rekha,1,
6326,225Part2,ashok s. ganguly,17,
6327,225Part2,javed akhtar,18,
6328,225Part2,m.s. swaminathan,17,
6329,225Part2,vijay mallya, 6,31.0
6330,225Part2,ram kripal yadav,  20,20.0
6331,225Part2,janardhan waghmare,  20,54.0
6332,225Part2,vasanthi stanley,  18,16.0
6333,225Part2,t.m. selvaganapathi,  15,54.0
6334,225Part2,b. jayashree,15,
6335,225Part2,srinjoy bose,  3,
6336,225Part2,derek o' brien,  13,
6337,225Part2,md. nadimul haque,  18,
6338,225Part2,khekiho zhimomi,  7,19.0
6339,225Part2,vandana chavan,  18,
6340,225Part2,ishwarlal shankarlal jain,  15,49.0
6341,225Part2,thomas sangma, 16,2.0
6342,225Part2,hishey lachungpa,  9,
6343,225Part2,s. thangavelu,  19,42.0
6344,225Part2,a.a. jinnah,  19,20.0
6345,225Part2,g. n. ratanpuri,  20,6.0
6346,225Part2,mohammed adeeb,  18,41.0
6347,225Part2,vivek gupta,  18,
6348,225Part2,kunal kumar ghosh,  12,
6349,225Part2,sitaram yechury,  21,
6350,225Part2,mohan singh,  18,7.0
6351,225Part2,shivanand tiwari,  21,40.0
6352,225Part2,km. mayawati,  11,
6353,225Part2,pyarimohan mohapatra,  10,17.0
6354,225Part2,ram gopal yadav,  16,
6355,225Part2,n. k. singh,  16,
6356,225Part2,satish chandra misra,  16,
6357,225Part2,v. maitreyan,  21,
6358,225Part2,tapan kumar sen,  20,5.0
6359,225Part2,naresh agrawal,  19,13.0
6360,225Part2,ali anwar ansari,  17,2.0
6361,225Part2,akhilesh das gupta,  10,
6362,225Part2,veer singh,  17,1.0
6363,225Part2,brajesh pathak,  20,
6364,225Part2,t.k. rangarajan,  15,6.0
6365,225Part2,p. rajeeve,  20,37.0
6366,225Part2,jaya bachchan,  20,
6367,225Part2,mangala kisan,  15,
6368,225Part2,s.p.singh baghel,  18,
6369,225Part2,rajaram,  16,
6370,225Part2,sanjay raut,  11,38.0
6371,225Part2,barun mukherji,  21,
6372,225Part2,bashistha narain singh,  18,
6373,225Part2,k.n. balagopal,  19,40.0
6374,225Part2,jharna das baidya,  20,28.0
6375,225Part2,shashi bhusan behera,  19,
6376,225Part2,rajeev chandrasekhar, 12,41.0
6377,225Part2,munquad ali,  11,
6378,225Part2,brijlal khabri,  16,
6379,225Part2,renubala pradhan,  3,2.0
6380,225Part2,darshan singh yadav,  18,
6381,225Part2,ram chandra prasad singh,  17,32.0
6382,225Part2,parimal nathwani,  7,41.0
6383,225Part2,amar singh,  11,
6384,225Part2,nandamuri harikrishna,  21,
6385,225Part2,c.m. ramesh,  9,
6386,225Part2,jugul kishore,  11,
6387,225Part2,avtar singh karimpuri,  15,
6388,225Part2,ambeth rajan,  21,42.0
6389,225Part2,ahmad saeed malihabadi,  17,
6390,225Part2,ranbir singh parjapati,  19,
6391,225Part2,p.r. rajan,  2,
6392,225Part2,t.n. seema,  9,19.0
6393,225Part2,m.p. achuthan,  20,29.0
6394,225Part2,k.e. ismail,  4,20.0
6395,225Part2,arvind kumar singh,  21,
6396,225Part2,chaudhary munvvar saleem,  21,
6397,225Part2,salim ansari,  21,18.0
6398,225Part2,rajpal singh saini,  20,
6399,225Part2,narendra kumar kashyap,  19,
6400,225Part2,najma a. heptulla,  21,2.0
6401,225Part2,m. venkaiah naidu,  19,11.0
6402,225Part2,shanta kumar,  19,3.0
6403,225Part2,m. rama jois, 8,
6404,225Part2,ram jethmalani,  7,34.0
6405,225Part2,thaawarchand gehlot,  20,
6406,225Part2,c.p. thakur,  18,9.0
6407,225Part2,vinay katiyar,  17,
6408,225Part2,ravi shankar prasad,  17,35.0
6409,225Part2,mukhtar abbas naqvi, 19,
6410,225Part2,balbir punj,  19,11.0
6411,225Part2,v.p. singh badnore,  20,9.0
6412,225Part2,jagat prakash nadda,  18,
6413,225Part2,birendra prasad baishya,  18,35.0
6414,225Part2,sardar sukhdev singh dhindsa,  12,11.0
6415,225Part2,n. balaganga,  20,52.0
6416,225Part2,dharmendra pradhan,  18,18.0
6417,225Part2,kaptan singh solanki,  20,
6418,225Part2,parshottam rupala,  20,32.0
6419,225Part2,prabhat jha,  13,51.0
6420,225Part2,rajkumar dhoot,  9,49.0
6421,225Part2,sardar balwinder singh bhunder,  17,41.0
6422,225Part2,upendra kushwaha,  14,28.0
6423,225Part2,shivpratap singh, 11,15.0
6424,225Part2,piyush goyal,  17,39.0
6425,225Part2,raghunandan sharma,  20,29.0
6426,225Part2,kusum rai,  15,42.0
6427,225Part2,anil madhav dave,  21,38.0
6428,225Part2,kumar deepak das,  14,22.0
6429,225Part2,anil kumar sahani,  19,13.0
6430,225Part2,a. elavarasan,  18,48.0
6431,225Part2,bharatkumar raut,  20,4.0
6432,225Part2,naresh gujral,  21,4.0
6433,225Part2,lalhming liana,  20,3.0
6434,225Part2,rangasayee ramakrishna, 21,
6435,225Part2,dilipbhai pandya,  17,48.0
6436,225Part2,bhushan lal jangde, 19,
6437,225Part2,bimla kashyap sood,  18,27.0
6438,225Part2,baishnab parida,  21,51.0
6439,225Part2,dilip kumar tirkey,  21,7.0
6440,225Part2,rabinarayan mohapatra,  20,
6441,225Part2,y. s. chowdary,  16,33.0
6442,225Part2,gundu sudharani,  15,52.0
6443,225Part2,a. w. rabi bernard,  20,
6444,225Part2,a.v. swamy,  19,
6445,225Part2,sabir ali,  14,43.0
6446,225Part2,anil desai,  21,16.0
6447,225Part2,sanjiv kumar, 10,
6448,225Part2,ajay sancheti,  14,
6449,225Part2,arun jaitley,  LOP,
6450,225Part2,maya singh,  21,36.0
6451,225Part2,bhagat singh koshyari, 20,38.0
6452,225Part2,rajiv pratap rudy,  20,41.0
6453,225Part2,faggan singh kulaste,  19,12.0
6454,225Part2,chandan mitra,  21,
6455,225Part2,nand kumar sai, 17,52.0
6456,225Part2,prakash javadekar,  20,29.0
6457,225Part2,om prakash mathur,  16,24.0
6458,225Part2,avinash rai khanna,  18,19.0
