,session_no,Member_name,Days_attended,question_count
756,233,shankarbhai n. vegad,  22,
757,233,meghraj jain,  22,4.0
758,233,ajay sancheti,  13,11.0
759,233,ranvijay singh judev, 21,1.0
760,233,chunibhai kanjibhai gohel,  21,4.0
761,233,mahant shambhuprasadji tundiya,  3,
762,233,lal sinh vadodia,  17,44.0
763,233,ram narain dudi,  19,7.0
764,233,m. venkaiah naidu,  M,
765,233,ravi shankar prasad,  M,
766,233,thaawarchand gehlot,  M,
767,233,najma a. heptulla,  M,
768,233,jagat prakash nadda,  M,
769,233,dharmendra pradhan,  M,
770,233,piyush goyal,  M,
771,233,smriti zubin irani,  M,
772,233,prakash javadekar,  M,
773,233,satyanarayan jatiya,  22,26.0
774,233,v.p. singh badnore,  21,5.0
775,233,sardar sukhdev singh dhindsa,  16,18.0
776,233,y. s. chowdary,  M,
777,233,sanjay raut,  18,45.0
778,233,c.p. thakur,  21,
779,233,vijay goel,  22,42.0
780,233,bimla kashyap sood,  22,12.0
781,233,c.m. ramesh,  16,44.0
782,233,sardar balwinder singh bhunder,  20,18.0
783,233,naresh gujral,  22,19.0
784,233,rajkumar dhoot,  12,43.0
785,233,bhupender yadav,  5,1.0
786,233,dilipbhai pandya,  22,19.0
787,233,bhushan lal jangde, 18,25.0
788,233,ramdas athawale,  13,46.0
789,233,parimal nathwani,  7,53.0
790,233,rajeev chandrasekhar, 19,33.0
791,233,k. r. arjunan,  22,
792,233,a. k. selvaraj,  21,49.0
793,233,basawaraj patil, 22,19.0
794,233,rangasayee ramakrishna, 22,8.0
795,233,mansukh mandaviya,  14,
796,233,narayan lal panchariya,  18,29.0
797,233,anil desai,  13,16.0
798,233,thota seetharama lakshmi,  16,11.0
799,233,gundu sudharani,  20,19.0
800,233,paul manoj pandian,  22,
801,233,vijila sathyananth,  22,25.0
802,233,v. maitreyan,  22,40.0
803,233,r. k. sinha,  18,
804,233,ram kumar kashyap,  21,32.0
805,233,garikapati mohan rao,  17,20.0
806,233,d. kupendra reddy, 14,42.0
807,233,a. w. rabi bernard,  15,30.0
808,233,hishey lachungpa,  15,4.0
809,233,a.v. swamy,  22,6.0
810,233,a. navaneethakrishnan,  20,
811,233,dilip kumar tirkey,  21,19.0
812,233,mukul roy,  15,
813,233,sharad pawar,  5,
814,233,sukhendu sekhar ray,  20,
815,233,s. muthukaruppan,  17,
816,233,devender goud t.,  19,41.0
817,233,praful patel,  12,
818,233,kanimozhi,  15,23.0
819,233,sasikala pushpa ramaswamy,  20,
820,233,kalpataru das,  21,10.0
821,233,tiruchi siva,  20,28.0
822,233,derek o' brien,  22,
823,233,mahendra prasad,  20,
824,233,t. rathinavel,  22,31.0
825,233,r. lakshmanan,  17,36.0
826,233,baishnab parida,  20,44.0
827,233,k.p. ramalingam,  22,46.0
828,233,d.p. tripathi,  22,
829,233,k.c. tyagi,  22,36.0
830,233,kanwar deep singh,  22,34.0
831,233,h.k. dua,19,4.0
832,233,anu aga,21,
833,233,rekha,1,
834,233,ashok s. ganguly,21,
835,233,javed akhtar,14,
836,233,b. jayashree,16,
837,233,sachin ramesh tendulkar,3,
838,233,vijay mallya, 7,10.0
839,233,ram jethmalani,  10,
840,233,a.u. singh deo,  14,48.0
841,233,khekiho zhimomi,  5,
842,233,majeed memon,  19,20.0
843,233,k.t.s. tulsi, 19,2.0
844,233,k. parasaran,18,
845,233,mrinal miri,20,2.0
846,233,d. bandyopadhyay,  21,
847,233,jogen chowdhury,  13,
848,233,sarojini hembram,  16,17.0
849,233,anubhav mohanty,  17,3.0
850,233,bhupinder singh,  20,36.0
851,233,sanjay dattatraya kakade,  6,
852,233,vandana chavan,  18,32.0
853,233,ishwarlal shankarlal jain,  15,45.0
854,233,s. thangavelu,  13,46.0
855,233,ahamed hassan,  19,
856,233,vivek gupta,  15,31.0
857,233,md. nadimul haque,  21,16.0
858,233,sitaram yechury,  21,
859,233,ram gopal yadav,  21,
860,233,sharad yadav,  19,
861,233,km. mayawati,  22,
862,233,p. rajeeve,  21,38.0
863,233,naresh agrawal,  22,24.0
864,233,ali anwar ansari,  18,7.0
865,233,d. raja,  21,35.0
866,233,satish chandra misra,  19,
867,233,tapan kumar sen,  21,11.0
868,233,kiranmay nanda,  21,17.0
869,233,javed ali khan,  18,
870,233,ambeth rajan,  22,46.0
871,233,t.k. rangarajan,  21,11.0
872,233,bashistha narain singh,  13,4.0
873,233,jaya bachchan,  21,35.0
874,233,kanak lata singh,  22,24.0
875,233,tazeen fatma,  20,
876,233,narendra kumar kashyap,  3,30.0
877,233,prem chand gupta,  17,6.0
878,233,ram nath thakur,  21,27.0
879,233,ram chandra prasad singh,  19,
880,233,k.n. balagopal,  20,41.0
881,233,jharna das baidya,  19,25.0
882,233,darshan singh yadav,  22,25.0
883,233,vishambhar prasad nishad,  22,42.0
884,233,jugul kishore,  13,30.0
885,233,chaudhary munvvar saleem,  21,3.0
886,233,pyarimohan mohapatra,  16,10.0
887,233,pavan kumar varma,  22,9.0
888,233,harivansh,  15,
889,233,t.n. seema,  21,48.0
890,233,alok tiwari,  21,27.0
891,233,arvind kumar singh,  22,24.0
892,233,neeraj shekhar,  19,11.0
893,233,k. keshava rao,  18,
894,233,c.p. narayanan,  22,34.0
895,233,ritabrata banerjee,  22,42.0
896,233,kahkashan perween,  19,20.0
897,233,gulam rasool balyawi,  16,35.0
898,233,chandrapal singh yadav,  19,
899,233,ravi prakash verma,  20,7.0
900,233,sanjiv kumar, 19,3.0
901,233,munquad ali,  19,
902,233,munquad ali,  19,
903,233,salim ansari,  22,22.0
904,233,salim ansari,  22,22.0
905,233,rajpal singh saini,  22,
906,233,rajpal singh saini,  22,
907,233,anand sharma,  22,8.0
908,233,a.k. antony,  5,
909,233,karan singh,  18,
910,233,manmohan singh,  21,
911,233,ahmed patel,  13,22.0
912,233,digvijaya singh,  18,19.0
913,233,k. rahman khan, 18,14.0
914,233,janardan dwivedi,  22,
915,233,motilal vora, 21,43.0
916,233,t. subbarami reddy,  15,45.0
917,233,oscar fernandes, 16,1.0
918,233,saif-ud-din soz,  2,
919,233,jairam ramesh, 14,
920,233,kumari selja,  20,
921,233,rajeev shukla,  21,16.0
922,233,bhubaneswar kalita,  17,
923,233,bhubaneswar kalita,  17,
924,233,narendra budania,  19,14.0
925,233,narendra budania,  19,14.0
926,233,p.l. punia,  20,5.0
927,233,k. chiranjeevi,  7,
928,233,madhusudan mistry,  18,
929,233,pramod tiwari,  20,23.0
930,233,mani shankar aiyar,16,8.0
931,233,mohammad shafi,  6,
932,233,v. hanumantha rao,  22,6.0
933,233,jesudasu seelam,  22,19.0
934,233,shadi lal batra,  22,
935,233,parvez hashmi,  21,25.0
936,233,k.v.p. ramachandra rao,  20,33.0
937,233,mohd. ali khan,  22,47.0
938,233,sanjay sinh,  21,41.0
939,233,biswajit daimary,  18,
940,233,viplove thakur,  21,24.0
941,233,bhalchandra mungekar,18,28.0
942,233,ananda bhaskar rapolu,  22,
943,233,p. bhattacharya,  22,24.0
944,233,shantaram naik, 22,35.0
945,233,praveen rashtrapal,  17,17.0
946,233,ranjib biswal,  12,46.0
947,233,husain dalwai,  19,44.0
948,233,joy abraham,  13,11.0
949,233,g. n. ratanpuri,  4,
950,233,ronald sapa tlau,  17,4.0
951,233,palvai govardhan reddy,  21,34.0
952,233,manorama d. sharama, 20,5.0
953,233,pankaj bora,  22,38.0
954,233,santiuse kujur,  21,5.0
955,233,dhiraj prasad sahu, 12,15.0
956,233,avinash pande,  22,45.0
957,233,haji abdul salam,  17,
958,233,m.v. rajeev gowda, 22,33.0
959,233,ghulam nabi azad,  LOP,
960,233,p.j. kurien,  HDC,
961,233,satyavrat chaturvedi,  20,
962,233,ambika soni,  15,38.0
963,233,mohsina kidwai, 19,24.0
964,233,ashwani kumar,  16,
965,233,vayalar ravi,  13,
966,233,abhishek manu singhvi,  9,
967,233,renuka chowdhury,  14,43.0
968,233,satish sharma,  20,
969,233,mukut mithi,  18,
970,233,b.k. hariprasad, 10,
971,233,m.s. gill,  22,
972,233,e.m. sudarsana natchiappan,  19,14.0
973,233,vijay jawaharlal darda,  15,45.0
974,233,rajani ashokrao patil,  20,
975,233,wansuk syiem, 22,37.0
976,233,vijaylaxmi sadho,  22,20.0
977,233,naznin faruque,  21,21.0
978,233,p. kannan, 7,
979,233,ashk ali tak,  19,23.0
980,233,pradeep kumar balmuchu, 9,29.0
981,233,mahendra singh mahra, 22,49.0
982,233,,,
983,216,n. janardhana reddy,  4,
984,216,saif-ud-din soz,  4,
985,216,mohammad shafi,  4,
986,216,ghulam nabi azad,  M,
987,216,manmohan singh,  PM,
988,216,vayalar ravi,  M,
989,216,ambika soni,  M,
990,216,anand sharma,  M,
991,216,murli deora,  M,
992,216,santosh bagrodia,  4,
993,216,mohsina kidwai, 4,
994,216,rishang keishing,  4,
995,216,r.k. dhawan,  4,
996,216,janardan dwivedi,  4,
997,216,rajeev shukla,  3,
998,216,prabha thakur,  4,
999,216,viplove thakur,  4,
1000,216,alka balram kshatriya,  4,
1001,216,sushila tiriya,  2,
1002,216,praveen rashtrapal,  2,
1003,216,silvius condpan,  4,
1004,216,dharam pal sabharwal,  4,
1005,216,arjun singh,  1,
1006,216,a.k. antony,  M,
1007,216,hans raj bhardwaj,  4,
1008,216,karan singh,  3,
1009,216,prithviraj chavan,  M,
1010,216,ahmed patel,  4,
1011,216,p.j. kurien,  4,
1012,216,oscar fernandes, 3,
1013,216,jairam ramesh, M,
1014,216,ashwani kumar,  3,
1015,216,g.k. vasan,  M,
1016,216,jayanthi natarajan,  4,
1017,216,s.m. krishna, M,
1018,216,bhubaneswar kalita,  4,
1019,216,mabel rebello, 4,
1020,216,satish sharma,  4,
1021,216,t. subbarami reddy,  2,
1022,216,satyavrat chaturvedi,  4,
1023,216,nandi yellaiah,  4,
1024,216,rama chandra khuntia,  4,
1025,216,raashid alvi,  4,
1026,216,v. hanumantha rao,  4,
1027,216,b.k. hariprasad, 4,
1028,216,syeda anwara taimur,  4,
1029,216,g. sanjeeva reddy,  4,
1030,216,b. s. gnanadesikan,  4,
1031,216,ram prakash,  4,
1032,216,k. keshava rao,  4,
1033,216,mukut mithi,  4,
1034,216,shantaram naik, 4,
1035,216,abhishek manu singhvi,  1,
1036,216,e.m. sudarsana natchiappan,  4,
1037,216,vijay jawaharlal darda,  4,
1038,216,arjun kumar sengupta,  4,
1039,216,t. ratna bai,  4,
1040,216,k.v.p. ramachandra rao,  4,
1041,216,anil h. lad, 3,
1042,216,ishwar singh,  4,
1043,216,mohd. ali khan,  4,
1044,216,radhakant nayak,  4,
1045,216,gireesh kumar sanghi,  3,
1046,216,jesudasu seelam,  4,
1047,216,sabir ali,  4,
1048,216,abdul wahab,  2,
1049,216,shivraj vishwanath patil,  4,
1050,216,motilal vora, 4,
1051,216,d. raja,  4,
1052,216,sitaram yechury,  3,
1053,216,m.s. gill,  M,
1054,216,prem chand gupta,  4,
1055,216,tariq anwar,  4,
1056,216,prasanta chatterjee,  3,
1057,216,mukul roy,  M,
1058,216,jabir husain,  4,
1059,216,a. vijayaraghavan,  3,
1060,216,shyamal chakraborty,  3,
1061,216,mahendra prasad,  4,
1062,216,rajniti prasad,  4,
1063,216,subhash prasad yadav,  4,
1064,216,yogendra p. trivedi,  1,
1065,216,moinul hassan,  4,
1066,216,tarini kanta roy,  4,
1067,216,penumalli madhu,  2,
1068,216,matilal sarkar,  4,
1069,216,c. rangarajan,3,
1070,216,shobhana bhartia,4,
1071,216,shyam benegal,2,
1072,216,k. kasturirangan,4,
1073,216,chandan mitra,  4,
1074,216,m.s. swaminathan,1,
1075,216,() kapila vatsyayan,4,
1076,216,bimal jalan,2,
1077,216,sardar tarlochan singh,  4,
1078,216,janardhan waghmare,  3,
1079,216,vasanthi stanley,  4,
1080,216,kanimozhi,  4,
1081,216,syed azeez pasha,  4,
1082,216,rajaram,  4,
1083,216,barun mukherji,  4,
1084,216,tapan kumar sen,  4,
1085,216,p.r. rajan,  4,
1086,216,ahmad saeed malihabadi,  4,
1087,216,mohammed adeeb,  3,
1088,216,o.t. lepcha,  4,
1089,216,thomas sangma, 4,
1090,216,a.a. jinnah,  4,
1091,216,k.e. ismail,  4,
1092,216,r.c. singh,  4,
1093,216,amir alam khan,  4,
1094,216,nand kishore yadav,  4,
1095,216,avtar singh karimpuri,  3,
1096,216,saman pathak,  3,
1097,216,janeshwar mishra,  4,
1098,216,satish chandra misra,  2,
1099,216,mahendra sahni,  4,
1100,216,v. maitreyan,  4,
1101,216,brinda karat,  4,
1102,216,amar singh,  2,
1103,216,ram gopal yadav,  4,
1104,216,k. malaisamy,  4,
1105,216,shivanand tiwari,  3,
1106,216,mohammed amin,  4,
1107,216,anbumani ramadoss,  1,
1108,216,n. k. singh,  4,
1109,216,akhilesh das gupta,  1,
1110,216,t.k. rangarajan,  3,
1111,216,virendra bhatia,  4,
1112,216,mahendra mohan,  3,
1113,216,brajesh pathak,  4,
1114,216,veer singh,  3,
1115,216,raj mohinder singh majitha,  4,
1116,216,sanjay raut,  4,
1117,216,abani roy,  4,
1118,216,p. rajeeve,  4,
1119,216,brijlal khabri,  4,
1120,216,b.b. tiwari,  4,
1121,216,ajay singh chautala,  1,
1122,216,ambeth rajan,  2,
1123,216,nandamuri harikrishna,  1,
1124,216,rahul bajaj,  4,
1125,216,ram narayan sahu,  4,
1126,216,bhagwati singh,  4,
1127,216,kamal akhtar,  2,
1128,216,m. rajasekara murthy, 4,
1129,216,rajeev chandrasekhar, 4,
1130,216,sharad anantrao joshi,  4,
1131,216,m.v. mysura reddy,  4,
1132,216,n.r. govindarajar,  4,
1133,216,mahmood a. madani,  3,
1134,216,veer pal singh yadav,  4,
1135,216,munquad ali,  4,
1136,216,balihari babu,  4,
1137,216,ali anwar ansari,  2,
1138,216,parimal nathwani,  3,
1139,216,biswajit daimary,  4,
1140,216,m.p. achuthan,  4,
1141,216,swapan sadhan bose,  1,
1142,216,mangala kisan,  4,
1143,216,renubala pradhan,  4,
1144,216,manohar joshi,  4,
1145,216,m. venkaiah naidu,  3,
1146,216,shanta kumar,  3,
1147,216,arun shourie,  4,
1148,216,n. balaganga,  4,
1149,216,ravi shankar prasad,  1,
1150,216,balavant alias bal apte,  4,
1151,216,vikram verma,  2,
1152,216,vinay katiyar,  3,
1153,216,kalraj mishra,  4,
1154,216,birendra prasad baishya,  4,
1155,216,s. anbalagan,  4,
1156,216,a. elavarasan,  4,
1157,216,pyarelal khandelwal,  3,
1158,216,lalit kishore chaturvedi,  3,
1159,216,balbir punj,  4,
1160,216,maya singh,  4,
1161,216,rajkumar dhoot,  3,
1162,216,ejaz ali,  4,
1163,216,su. thirunavukkarasar,  3,
1164,216,parshottam rupala,  4,
1165,216,shivpratap singh, 4,
1166,216,vijaykumar rupani,  4,
1167,216,pyarimohan mohapatra,  3,
1168,216,varinder singh bajwa,  2,
1169,216,lalhming liana,  4,
1170,216,surendra motilal patel,  4,
1171,216,anusuiya uikey,  4,
1172,216,krishan lal balmiki,  4,
1173,216,rudra narayan pany,  4,
1174,216,kumar deepak das,  4,
1175,216,khekiho zhimomi,  3,
1176,216,naresh gujral,  4,
1177,216,bharatkumar raut,  4,
1178,216,kusum rai,  3,
1179,216,raghunandan sharma,  3,
1180,216,bhagirathi majhi,  4,
1181,216,arun jaitley,  4,
1182,216,k. rahman khan, HDC,
1183,216,s.s. ahluwalia, 4,
1184,216,najma a. heptulla,  4,
1185,216,bhagat singh koshyari, 2,
1186,216,ramdas agarwal,  4,
1187,216,c.p. thakur,  4,
1188,216,rajiv pratap rudy,  4,
1189,216,om prakash mathur,  3,
1190,216,m. rama jois, 4,
1191,216,k.b. shanappa, 3,
1192,216,prakash javadekar,  4,
1193,216,prabhat jha,  3,
1194,216,suryakantbhai acharya,  3,
1195,216,shreegopal vyas, 3,
1196,216,kanjibhai patel,  4,
1197,216,narayan singh kesari,  4,
1198,216,gyan prakash pilania,  4,
1199,216,jai prakash narayan singh, 3,
1200,216,natuji halaji thakor,  4,
1201,216,bharatsinh prabhatsinh parmar,  4,
1202,216,,,
1203,221,m. rajasekara murthy, 11,
1204,221,manmohan singh,  PM,
1205,221,ambika soni,  M,
1206,221,prithviraj chavan,  M,
1207,221,anand sharma,  M,
1208,221,murli deora,  M,
1209,221,saif-ud-din soz,  23,9.0
1210,221,mohsina kidwai, 22,8.0
1211,221,rishang keishing,  21,
1212,221,janardan dwivedi,  23,
1213,221,sushila tiriya,  16,11.0
1214,221,rajeev shukla,  21,
1215,221,narendra budania,  22,
1216,221,prabha thakur,  11,17.0
1217,221,viplove thakur,  20,49.0
1218,221,alka balram kshatriya,  19,7.0
1219,221,silvius condpan,  23,10.0
1220,221,praveen rashtrapal,  21,23.0
1221,221,parvez hashmi,  20,6.0
1222,221,shadi lal batra,  22,45.0
1223,221,p. kannan, 6,
1224,221,naznin faruque,  18,
1225,221,a.k. antony,  M,
1226,221,s.m. krishna, M,
1227,221,ghulam nabi azad,  M,
1228,221,karan singh,  20,
1229,221,arjun singh,  6,
1230,221,vayalar ravi,  M,
1231,221,m.s. gill,  M,
1232,221,g.k. vasan,  M,
1233,221,ahmed patel,  8,
1234,221,p.j. kurien,  22,11.0
1235,221,oscar fernandes, 15,
1236,221,jairam ramesh, M,
1237,221,mani shankar aiyar,10,18.0
1238,221,jayanthi natarajan,  14,48.0
1239,221,nandi yellaiah,  14,29.0
1240,221,bhubaneswar kalita,  17,
1241,221,mabel rebello, 22,36.0
1242,221,ashwani kumar,  21,
1243,221,satish sharma,  23,
1244,221,t. subbarami reddy,  14,59.0
1245,221,satyavrat chaturvedi,  21,31.0
1246,221,e.m. sudarsana natchiappan,  23,21.0
1247,221,mukut mithi,  18,
1248,221,vijay jawaharlal darda,  12,45.0
1249,221,rama chandra khuntia,  16,49.0
1250,221,raashid alvi,  23,28.0
1251,221,v. hanumantha rao,  17,2.0
1252,221,chaudhary birender singh,  20,
1253,221,g. sanjeeva reddy,  16,
1254,221,b. s. gnanadesikan,  9,
1255,221,ram prakash,  21,
1256,221,k. keshava rao,  19,
1257,221,bhalchandra mungekar,19,1.0
1258,221,shantaram naik, 22,22.0
1259,221,abhishek manu singhvi,  12,
1260,221,jesudasu seelam,  20,
1261,221,ram dayal munda,13,
1262,221,mohammad shafi,  6,
1263,221,t. ratna bai,  22,63.0
1264,221,vijaylaxmi sadho,  21,
1265,221,anil h. lad, 6,
1266,221,ishwar singh,  22,33.0
1267,221,mohd. ali khan,  23,58.0
1268,221,dhiraj prasad sahu, 14,48.0
1269,221,avinash pande,  7,
1270,221,ashk ali tak,  11,32.0
1271,221,k.v.p. ramachandra rao,  16,50.0
1272,221,biswajit daimary,  7,
1273,221,swapan sadhan bose,  3,
1274,221,n. janardhana reddy,  20,
1275,221,motilal vora, 23,34.0
1276,221,tariq anwar,  20,33.0
1277,221,mukul roy,  M,
1278,221,prem chand gupta,  21,
1279,221,d. raja,  23,44.0
1280,221,mohan singh,  23,41.0
1281,221,brinda karat,  20,33.0
1282,221,jabir husain,  23,
1283,221,kanimozhi,  13,44.0
1284,221,moinul hassan,  15,52.0
1285,221,shyamal chakraborty,  15,34.0
1286,221,mahendra prasad,  19,
1287,221,rajniti prasad,  14,6.0
1288,221,ram vilas paswan,  12,
1289,221,yogendra p. trivedi,  12,38.0
1290,221,k.p. ramalingam,  20,26.0
1291,221,mangala kisan,  23,31.0
1292,221,tarini kanta roy,  15,14.0
1293,221,tapan kumar sen,  19,17.0
1294,221,h.k. dua,23,5.0
1295,221,shobhana bhartia,19,59.0
1296,221,shyam benegal,15,1.0
1297,221,ashok s. ganguly,12,
1298,221,javed akhtar,7,
1299,221,m.s. swaminathan,13,
1300,221,() kapila vatsyayan,19,
1301,221,vijay mallya, 4,22.0
1302,221,ram kripal yadav,  12,7.0
1303,221,janardhan waghmare,  16,57.0
1304,221,vasanthi stanley,  19,13.0
1305,221,t.m. selvaganapathi,  17,54.0
1306,221,b. jayashree,7,
1307,221,barun mukherji,  22,
1308,221,khekiho zhimomi,  9,9.0
1309,221,renubala pradhan,  8,12.0
1310,221,o.t. lepcha,  19,
1311,221,thomas sangma, 12,4.0
1312,221,ishwarlal shankarlal jain,  16,58.0
1313,221,ranjitsinh vijaysinh mohite-patil,  19,
1314,221,s. thangavelu,  17,21.0
1315,221,a.a. jinnah,  19,17.0
1316,221,g. n. ratanpuri,  22,12.0
1317,221,kanwar deep singh,  12,
1318,221,mohammed adeeb,  23,42.0
1319,221,mahmood a. madani,  10,
1320,221,r.c. singh,  23,55.0
1321,221,sitaram yechury,  20,4.0
1322,221,pyarimohan mohapatra,  10,9.0
1323,221,shivanand tiwari,  13,
1324,221,satish chandra misra,  18,
1325,221,prasanta chatterjee,  20,18.0
1326,221,ram gopal yadav,  17,
1327,221,n. k. singh,  12,
1328,221,brajesh pathak,  22,
1329,221,v. maitreyan,  22,
1330,221,mohammed amin,  22,13.0
1331,221,kishore kumar mohanty,  20,11.0
1332,221,ali anwar ansari,  10,
1333,221,akhilesh das gupta,  9,12.0
1334,221,rajaram,  18,
1335,221,veer singh,  17,
1336,221,t.k. rangarajan,  16,16.0
1337,221,p. rajeeve,  18,61.0
1338,221,mahendra mohan,  18,21.0
1339,221,s.p.singh baghel,  19,
1340,221,naresh agrawal,  6,22.0
1341,221,m.v. mysura reddy,  23,
1342,221,sanjay raut,  11,26.0
1343,221,abani roy,  21,
1344,221,syed azeez pasha,  22,59.0
1345,221,k.n. balagopal,  21,49.0
1346,221,rasheed masood,  14,8.0
1347,221,nandamuri harikrishna,  23,
1348,221,jai prakash,  8,48.0
1349,221,ganga charan,  12,
1350,221,brijlal khabri,  14,19.0
1351,221,saman pathak,  22,4.0
1352,221,parimal nathwani,  6,48.0
1353,221,amar singh,  3,18.0
1354,221,rajeev chandrasekhar, 14,43.0
1355,221,munquad ali,  6,
1356,221,jugul kishore,  1,
1357,221,avtar singh karimpuri,  21,37.0
1358,221,ambeth rajan,  23,
1359,221,ahmad saeed malihabadi,  20,3.0
1360,221,sabir ali,  9,38.0
1361,221,jharna das baidya,  6,
1362,221,t.n. seema,  20,29.0
1363,221,m.p. achuthan,  20,33.0
1364,221,k.e. ismail,  7,20.0
1365,221,veer pal singh yadav,  19,
1366,221,salim ansari,  23,
1367,221,pramod kureel,  10,
1368,221,rajpal singh saini,  21,
1369,221,narendra kumar kashyap,  19,42.0
1370,221,manohar joshi,  9,
1371,221,m. venkaiah naidu,  14,
1372,221,shanta kumar,  14,2.0
1373,221,s.s. ahluwalia, 21,19.0
1374,221,m. rama jois, 19,2.0
1375,221,ram jethmalani,  4,32.0
1376,221,vikram verma,  20,
1377,221,c.p. thakur,  9,
1378,221,balavant alias bal apte,  14,20.0
1379,221,ravi shankar prasad,  7,36.0
1380,221,paul manoj pandian,  21,9.0
1381,221,mukhtar abbas naqvi, 23,3.0
1382,221,balbir punj,  17,
1383,221,vinay katiyar,  15,
1384,221,kalraj mishra,  14,43.0
1385,221,birendra prasad baishya,  20,49.0
1386,221,sardar sukhdev singh dhindsa,  12,30.0
1387,221,n. balaganga,  21,42.0
1388,221,nand kumar sai, 14,57.0
1389,221,anusuiya uikey,  19,29.0
1390,221,parshottam rupala,  23,37.0
1391,221,prabhat jha,  4,59.0
1392,221,rajkumar dhoot,  9,36.0
1393,221,sardar balwinder singh bhunder,  17,43.0
1394,221,upendra kushwaha,  22,19.0
1395,221,shivpratap singh, 13,7.0
1396,221,v.p. singh badnore,  16,1.0
1397,221,raghunandan sharma,  21,35.0
1398,221,kusum rai,  16,54.0
1399,221,rudra narayan pany,  23,55.0
1400,221,kumar deepak das,  21,20.0
1401,221,anil kumar sahani,  14,39.0
1402,221,a. elavarasan,  23,25.0
1403,221,bharatkumar raut,  16,18.0
1404,221,naresh gujral,  23,14.0
1405,221,lalhming liana,  23,
1406,221,surendra motilal patel,  16,
1407,221,piyush goyal,  10,9.0
1408,221,anil madhav dave,  21,32.0
1409,221,kaptan singh solanki,  15,35.0
1410,221,shashi bhusan behera,  18,
1411,221,baishnab parida,  22,
1412,221,ranbir singh parjapati,  13,8.0
1413,221,y. s. chowdary,  21,29.0
1414,221,gundu sudharani,  18,62.0
1415,221,k.v. ramalingam,  19,
1416,221,ram chandra prasad singh,  1,
